Q235712	British-born American astronomer (1919–2020)
Q59945	Swiss historian (1818–1897)
Q720832	American sculptor and performance artist (1946–2015)
Q309869	1st-century BC Thracian king of the Getae and Dacians
Q142106	English novelist (1906–1993)
Q346685	chief justice of the United States from 1969 to 1986 (1907–1995)
Q217619	English writer and composer (1917–1993)
Q990849	American sociologist (1886–1966)
Q918668	British-born radio producer, intelligence and Foreign Office officer and double agent
Q124025	Swiss clockmaker, maker of astronomical instruments and mathematician (1552-1632)
Q468516	Puerto Rican poet (1914–1953)
Q275500	medieval philosopher (ca. 1300-1358)
Q2620638	American dancer
Q6850950	American professional wrestler (1915-1989)
Q560403	Australian explorer (1821–1861)
Q43177774	American civil rights activist
Q61888	German classical philologist and religious scholar (1931–2015)
Q186709	Russian revolutionary and politician (1888–1938)
Q193550	Australian virologist (1899-1985)
Q255565	American actress, comedian and singer (born 1933)
Q276028	English-American playwright and author (1849–1924)
Q326356	American advertising executive
Q3294019	British television and film producer and author (born 1960)
Q547002	English music historian (1726-1814)
Q316639	American architect and urban designer (1846– 1912)
Q718256	Guyanese politician (1923-1985)
Q361646	Jamaican roots reggae musician
Q5000099	American comedic duo
Q284230	American economist and diplomat (1904-1987)
Q344793	American comedian, actor, writer and singer (1896–1996)
Q616886	American documentarian and filmmaker (born 1953)
Q2579424	American Secret Service agent (1861–1932)
Q179090	vice president of the United States from 1801 to 1805, lived (1756–1836)
Q13412374	American comedian, actor, and writer (born 1968)
Q336877	Canadian actor (1917–1993)
Q148234	American writer (1875–1950)
Q188176	American novelist, short story writer, essayist, painter, and spoken word performer (1914–1997)
Q3050241	American television director
Q211144	American actress
Q312570	American actor, director, and television host (born 1957)
Q151973	Welsh actor (1925–1984)
Q125057	British explorer, army officer, writer and scholar (1821–1890)
Q56008	American filmmaker and artist (born 1958)
Q955294	Mongol general
Q1017211	Persian scientist
Q1186349	Scottish/Australian/New Zealand viticulturalist, farmer and politician (1802-1871)
Q206237	Scottish football player and manager (1909-1994)
Q212496	Sicilian Mafia boss to become government informant
Q109540	German painter, poet and cartoonist (1832–1908)
Q23505	president of the United States from 1989 to 1993 (1924–2018)
Q636	English singer, pianist and songwriter (born 1958)
Q299595	American electrical engineer and science administrator (1890–1974)
Q254820	American author
Q335039	American entrepreneur
Q265034	Jamaican politician and labour leader (1884–1977)
Q16197959	Russian-Canadian computer scientist
Q715511	American football player (1942–2023)
Q219368	American feminist gender studies philosopher (born 1956)
Q271517	American philosopher, diplomat, and educator (1862-1947)
Q239739	American science fiction writer (1947-2006)
Q258766	poet and satirist (1612–1680)
Q556880	United States Marine Corps general, two time Medal of Honor recipient, activist, lecturer, official, and writer (1881-1940)
Q309716	French writer (1926–2016)
Q572177	American figure skater, sports personality, actor, lawyer (1929–2025)
Q922223	American designer and architect; creator of Scrabble (1899–1993)
Q5484158	American actor and singer
Q62617	Dutch DJ and record producer (born 1976)
Q153637	Danish-German organist and composer (1637–1707)
Q441099	Dutch physicist (*1817 – †1890)
Q242095	Italian writer (1906-1972)
Q232417	British writer (1936–2023)
Q956784	Christian missionary
Q335794	Belarusian writer (1924–2003)
Q212002	American actress and fashion designer (born 1986)
Q210268	American naval officer, explorer (1888-1957)
Q208375	English composer (ca. 1540-1623)
Q3778922	Irish television and radio presenter (1934-2019)
Q432726	American politician (1882–1972)
Q150186	Japanese musical group; rock duo
Q15079	American comedian, actor, and filmmaker (born 1967)
Q785325	Dominican soldier and revolutionary leader during the 1965 Civil War (1932–1973)
Q95043	American actor (1940–2022)
Q151435	Spanish operatic soprano (1933–2018)
Q738679	Paraguayan politician (1839-1912)
Q881007	President of Honduras (1805-1871)
Q310437	French painter (1823–1889)
Q85642	Italian navigator and explorer (c. 1450 – c. 1499)
Q348340	Venetian explorer and mapmaker in the service of Spain and England
Q213416	Guinea-Bissauan and Cape Verdean politician (1924-1973)
Q311443	Prime Minister of Guinea-Bissau (1931-2009)
Q182491	Portuguese or Spanish explorer
Q238983	Italian-American Catholic nun, misionary and saint (1850-1917)
Q334715	Peruvian politician, military (1836-1923)
Q1380129	British businessman (1801–1889)
Q381292	ancient English poet
Q555226	American comic actor and writer (1922–2014)
Q178683	Brazilian association football player
Q42869	American actor (born 1964)
Q312332	Italian occultist, alchemist, and impostor (1743–1795)
Q94041	American actor and dancer (1899–1986)
Q384708	Chinese film director (1906-1968)
Q19796	Chinese educator, Esperantist and the president of Peking University (1868-1940)
Q295144	French painter (1848–1894)
Q368976	French explorer (1799–1838)
Q81071	American novelist, short story writer, journalist (1892–1977)
Q123351	English actor (born 1933)
Q435853	Catholic cardinal
Q681408	King of Fiji (1815–1883)
Q168482	Spanish-Swiss engineer, architect, and artist (born 1951)
Q742138	English hangman
Q151580	American artist (1898–1976)
Q1235790	Canadian ice hockey administrator (1877-1943)
Q311323	president of Venezuela from 1969 to 1974 kai from 1994 to 1999
Q57269	63th President of Mexico
Q310464	American novelist, short story writer, travel writer, essayist (1903–1987)
Q1995506	Australian actress (1933–2020)
Q207191	vice president of the United States from 1825 to 1832 (1782–1850)
Q6298712	Kenyan hip hop artists
Q988129	American philosopher and psychologist (1863–1930)
Q9576	former prime minister of the United Kingdom (1912–2005)
Q1027200	Puerto Rican band
Q315066	47th President of Mexico
Q192417	3rd-century BC Greek poet, scholar and librarian
Q471218	4th-century BC Greek astronomer and mathematician
Q182260	French supercentenarian, person with the longest confirmed lifespan (1875–1997)
Q49347	American biochemist (1911–1997)
Q154756	Italian journalist and writer (1923-1985)
Q6105	Brazilian recording artist, television host, actress and singer (1929–2012)
Q312093	Spanish flamenco singer (1950–1992)
Q315249	Italian architect and sculptor (1240–1302)
Q649038	French politician (1756-1820)
Q182483	The second Achaemenid emperor (530–522 BC)
Q192	British politician (born 1966)
Q230120	British photographer (1815–1879)
Q343560	Italian librettist and playwright (1801-1852)
Q1365766	American football player and coach, college athletics administrator (1859-1925)
Q191850	Italian philosopher, theologian, astrologer, and poet (1568-1639)
Q106618	British Prime Minister from 1905 to 1908 (1836–1908)
Q1095380	Canadian sports executive (1905-1984)
Q162667	American musician (1936–2017)
Q435056	American science fiction writer (1910–1971)
Q295516	American mythologist, writer and lecturer (1904–1987)
Q1450352	American Mesoamericanist
Q199369	British model
Q1361189	Scottish poet (1777-1844)
Q1173922	Australian rugby union player
Q80442	Dutch painter, first great master of Flemish and Early Netherlandish painting, 1375–1444 (1375–1444)
Q547042	English Jesuit priest, martyr and saint
Q230448	New Zealand film director, screenwriter and producer (born 1954)
Q182664	Italian painter of landscapes (1697–1768)
Q744866	American mayor and businessman (1851-1929)
Q123057	Swiss botanist (1778–1841)
Q218532	Canadian actor (1950–1994)
Q1699538	American animator
Q80064	Bulgarian-born Swiss and British Jewish modernist novelist, playwright, memoirist, and non-fiction writer (1905–1994)
Q433741	French philosopher (1904-1995)
Q44624	Dutch, Jesuit priest, Doctor of the Church, Roman Catholic saint
Q15809	Slovene writer, playwright, essayist, poet and political activist (1876-1918)
Q230650	American astronomer (1863-1941)
Q5547	Italian Neoclassical sculptor (1757–1822)
Q364975	Irish-French economist and banker
Q195371	Mexican comic film actor, producer, and screenwriter (1911–1993)
Q170328	French footballer and actor (born 1966)
Q350472	American comedian and actor (1892–1964)
Q313060	Portuguese explorer
Q11091239	Chinese nationalist and leader of the Boxers during the Boxer Uprising
Q313333	Cao Wei Emperror (187-226)
Q182874	Chinese novelist and poet (1710–1765)
Q698890	State of Cao Wei prince and poet (192-232)
Q152524	American photographer (1913–1954)
Q160702	Cuban chess player (1888-1942)
Q165968	1st ruler of the Kingdom of Cuzco (Inca Emperor)
Q155855	Czech writer (1890–1938)
Q159575	King of the Franks
Q134180	American author (1924-1984)
Q312264	American musician and painter (1941-2010)
Q1035286	Thai band
Q1446	Roman emperor from 198 to 217
Q1368307	poet, short story writer, novelist, visual artist, heraldist, civil servant (1885-1936)
Q230824	American model (1960–1986)
Q65332	Greek mathematician (1873-1950)
Q217110	American science fiction novelist (born 1951)
Q276510	Nicaraguan priest and politician (1925-2020)
Q922837	Mexican politician
Q296718	51st President of Mexico
Q982861	Mexican drug lord incarcerated in a US federal prison
Q299211	French-Italian fashion designer (1922-2020)
Q107006	French-Italian actress (1938–2025)
Q230578	President of Brazil from 1995 to 2003
Q43440	Italian poet and literary critic (1835-1907)
Q216221	American actor and comedian (born 1962)
Q355751	French chef
Q41076	American singer (born 1969)
Q313254	Australian novelist (born 1943)
Q562044	President of Honduras
Q58005	German pharmacist, military officer and highly decorated tank commander (1922-2015)
Q606557	American author and illustrator for children (1929–2021)
Q76999	Jewish musician (1925–1994)
Q158874	King of Portugal from 1889 to 1908 (1863–1908)
Q222831	Venezuelan-born international terror operative
Q429039	Brazilian footballer
Q465191	Brazilian singer-songwriter
Q44641	American composer and electronic musician (born 1939)
Q106807	Norwegian chess player (born 1990)
Q465597	American broadcast journalist, author, television personality and female empowerment advocate
Q743162	American conservative political commentator (born 1969)
Q151403	Scottish essayist, historian and philosopher (1795–1881)
Q92605	American computer programmer and video game developer (born 1970)
Q460662	American composer, pianist, singer, actor and bandleader (1899–1981)
Q532073	American motorcycle and stock car racing driver
Q509860	American activist (1941-1998)
Q983479	Portuguese fado singer (1939–2021)
Q76519	German philosopher and logician (1891–1970)
Q52409	French film director (1906 – 1996)
Q284994	ancient Greek philosopher
Q230762	American writer and lecturer (1888-1955)
Q182431	American actor and comedian (1918–2003)
Q310767	French political, engineering and mathematical figure (1753–1823)
Q373423	American journalist and author
Q57146	King of Romania from 1881 to 1914
Q67654	German publisher of the first newspaper
Q230023	French and American actress and dancer (born 1931)
Q333724	American organic chemist (1896–1937)
Q95008	American filmmaker, composer and actor (born 1948)
Q335503	American test pilot, astronaut and aquanaut (1925–2013)
Q223495	American musical group; vocal sibling duo
Q315149	Roman Catholic archbishop and traveller (1182–1252)
Q274764	British historian, journalist, diplomat and political scientist (1892–1982)
